,id,query,label,tokened,token
132,132,میشه سیستم عامل رایانه ی سایت رو عوض کنیم,3,"['میشه', 'سیستم', 'عامل', 'رایانه', 'ی', 'سایت', 'رو', 'عوض', 'کنیم']","['میشه', 'سیستم', 'عامل', 'رایانه', 'ی', 'سایت', 'رو', 'عوض', 'کنیم']"
133,133,ترم اول هستم اطلاعاتی ندارم,1,"['ترم', 'اول', 'هستم', 'اطلاعاتی', 'ندارم']","['ترم', 'اول', 'هستم', 'اطلاعاتی', 'ندارم']"
134,134,سایت باز است,3,"['سایت', 'باز', 'است']","['سایت', 'باز', 'است']"
135,135,قدیمی ترین چاپ مربوط به کدام کتاب است,3,"['قدیمی', 'ترین', 'چاپ', 'مربوط', 'به', 'کدام', 'کتاب', 'است']","['قدیمی', 'ترین', 'چاپ', 'مربوط', 'به', 'کدام', 'کتاب', 'است']"
136,136,تعداد غیبت مجاز برای هر درس چقدره,1,"['تعداد', 'غیبت', 'مجاز', 'برای', 'هر', 'درس', 'چقدره']","['تعداد', 'غیبت', 'مجاز', 'برای', 'هر', 'درس', 'چقدره']"
137,137,جشن روز دانشجو کجا برگزار میشه,2,"['جشن', 'روز', 'دانشجو', 'کجا', 'برگزار', 'میشه']","['جشن', 'روز', 'دانشجو', 'کجا', 'برگزار', 'میشه']"
138,138,اتاق خواب داریم ,2,"['اتاق', 'خواب', 'داریم']","['اتاق', 'خواب', 'داریم']"
139,139,آمفی تئاتر کجاست,2,"['آمفی', 'تئاتر', 'کجاست']","['آمفی', 'تئاتر', 'کجاست']"
140,140,به فرجه نیاز داریم,4,"['به', 'فرجه', 'نیاز', 'داریم']","['به', 'فرجه', 'نیاز', 'داریم']"
141,141,کلاسا کی شروع میشه,1,"['کلاسا', 'کی', 'شروع', 'میشه']","['کلاسا', 'کی', 'شروع', 'میشه']"
142,142,ناهار خوری از چه ساعتی تا چه ساعتی سرویس دهی دارد,2,"['ناهار', 'خوری', 'از', 'چه', 'ساعتی', 'تا', 'چه', 'ساعتی', 'سرویس', 'دهی', 'دارد']","['ناهار', 'خوری', 'از', 'چه', 'ساعتی', 'تا', 'چه', 'ساعتی', 'سرویس', 'دهی', 'دارد']"
143,143,سلف کجاست,2,"['سلف', 'کجاست']","['سلف', 'کجاست']"
144,144,حداقل نمره برای عدم مشروطی چقدر است ,1,"['حداقل', 'نمره', 'برای', 'عدم', 'مشروطی', 'چقدر', 'است']","['حداقل', 'نمره', 'برای', 'عدم', 'مشروطی', 'چقدر', 'است']"
145,145,لطفا برای امفی تاتر سیستم گرمایشی بذارید,4,"['لطفا', 'برای', 'امفی', 'تاتر', 'سیستم', 'گرمایشی', 'بذارید']","['لطفا', 'برای', 'امفی', 'تاتر', 'سیستم', 'گرمایشی', 'بذارید']"
146,146,سایت دانشگاه کنده,4,"['سایت', 'دانشگاه', 'کنده']","['سایت', 'دانشگاه', 'کنده']"
147,147,در حذف و اضافه اول ترم چند واحد میتوان حذف کرد,1,"['در', 'حذف', 'و', 'اضافه', 'اول', 'ترم', 'چند', 'واحد', 'میتوان', 'حذف', 'کرد']","['در', 'حذف', 'و', 'اضافه', 'اول', 'ترم', 'چند', 'واحد', 'میتوان', 'حذف', 'کرد']"
148,148,تعداد ون هایی که به دانشکده میان رو بیشتر کنید,4,"['تعداد', 'ون', 'هایی', 'که', 'به', 'دانشکده', 'میان', 'رو', 'بیشتر', 'کنید']","['تعداد', 'ون', 'هایی', 'که', 'به', 'دانشکده', 'میان', 'رو', 'بیشتر', 'کنید']"
149,149,میخوام با اساتید صحبت کنم,2,"['میخوام', 'با', 'اساتید', 'صحبت', 'کنم']","['میخوام', 'با', 'اساتید', 'صحبت', 'کنم']"
150,150,کدام اساتید دانشکده هیئت علمی هستند,2,"['کدام', 'اساتید', 'دانشکده', 'هیئت', 'علمی', 'هستند']","['کدام', 'اساتید', 'دانشکده', 'هیئت', 'علمی', 'هستند']"
151,151,پایین امدن سطح اب دریاها چه مشکلاتی را ایجاد میکند,5,"['پایین', 'امدن', 'سطح', 'اب', 'دریاها', 'چه', 'مشکلاتی', 'را', 'ایجاد', 'میکند']","['پایین', 'امدن', 'سطح', 'اب', 'دریاها', 'چه', 'مشکلاتی', 'را', 'ایجاد', 'میکند']"
152,152,محل غذاخوردن در خوابگاه کجا می باشد,2,"['محل', 'غذاخوردن', 'در', 'خوابگاه', 'کجا', 'می', 'باشد']","['محل', 'غذاخوردن', 'در', 'خوابگاه', 'کجا', 'می', 'باشد']"
153,153,شماره صندلی های امتحانات را کجا نوشتند,1,"['شماره', 'صندلی', 'های', 'امتحانات', 'را', 'کجا', 'نوشتند']","['شماره', 'صندلی', 'های', 'امتحانات', 'را', 'کجا', 'نوشتند']"
154,154,اتاق اساتید کجاست,2,"['اتاق', 'اساتید', 'کجاست']","['اتاق', 'اساتید', 'کجاست']"
155,155,به کامپیوتری نیاز دارم که رم بیشتر از گیگابایت داشته باشد,3,"['به', 'کامپیوتری', 'نیاز', 'دارم', 'که', 'رم', 'بیشتر', 'از', 'گیگابایت', 'داشته_باشد']","['به', 'کامپیوتری', 'نیاز', 'دارم', 'که', 'رم', 'بیشتر', 'از', 'گیگابایت', 'داشته_باشد']"
156,156,دفتر ریاست کل کجاست,2,"['دفتر', 'ریاست', 'کل', 'کجاست']","['دفتر', 'ریاست', 'کل', 'کجاست']"
157,157,نظرسنحی اساتید دارای کمبود سوال های اساسی است,4,"['نظرسنحی', 'اساتید', 'دارای', 'کمبود', 'سوال', 'های', 'اساسی', 'است']","['نظرسنحی', 'اساتید', 'دارای', 'کمبود', 'سوال', 'های', 'اساسی', 'است']"
158,158,کتاب clrs موجود هست,3,"['کتاب', 'clrs', 'موجود', 'هست']","['کتاب', 'clrs', 'موجود', 'هست']"
159,159,کتاب را تا کی میتوانم تحویل بدهم,3,"['کتاب', 'را', 'تا', 'کی', 'میتوانم', 'تحویل', 'بدهم']","['کتاب', 'را', 'تا', 'کی', 'میتوانم', 'تحویل', 'بدهم']"
160,160,مهلت حذف تا کیه,1,"['مهلت', 'حذف', 'تا', 'کیه']","['مهلت', 'حذف', 'تا', 'کیه']"
161,161,ظرفیت محدود برای بعضی از کلاس ها,4,"['ظرفیت', 'محدود', 'برای', 'بعضی', 'از', 'کلاس', 'ها']","['ظرفیت', 'محدود', 'برای', 'بعضی', 'از', 'کلاس', 'ها']"
162,162,ارور تایپ ارور به چه معناست,5,"['ارور', 'تایپ', 'ارور', 'به', 'چه', 'معناست']","['ارور', 'تایپ', 'ارور', 'به', 'چه', 'معناست']"
163,163,آیا در ایام کرونا اجازه نشستن پشت دو کامپیوتر بقل هم را داریم,3,"['آیا', 'در', 'ایام', 'کرونا', 'اجازه', 'نشستن', 'پشت', 'دو', 'کامپیوتر', 'بقل', 'هم', 'را', 'داریم']","['آیا', 'در', 'ایام', 'کرونا', 'اجازه', 'نشستن', 'پشت', 'دو', 'کامپیوتر', 'بقل', 'هم', 'را', 'داریم']"
164,164,این یه گفته خبری است برای تست تو ای کیوسک,5,"['این', 'یه', 'گفته', 'خبری', 'است', 'برای', 'تست', 'تو', 'ای', 'کیوسک']","['این', 'یه', 'گفته', 'خبری', 'است', 'برای', 'تست', 'تو', 'ای', 'کیوسک']"
165,165,در ایام کرونا از چه ساعتی تا چه ساعتی باز هستید,3,"['در', 'ایام', 'کرونا', 'از', 'چه', 'ساعتی', 'تا', 'چه', 'ساعتی', 'باز', 'هستید']","['در', 'ایام', 'کرونا', 'از', 'چه', 'ساعتی', 'تا', 'چه', 'ساعتی', 'باز', 'هستید']"
166,166,برای حذف تک درس چه کار هایی باید انجام بدم,1,"['برای', 'حذف', 'تک', 'درس', 'چه', 'کار', 'هایی', 'باید', 'انجام', 'بدم']","['برای', 'حذف', 'تک', 'درس', 'چه', 'کار', 'هایی', 'باید', 'انجام', 'بدم']"
167,167,کدام در دانشگاه به دانشکده نزدیکتر می باشد,2,"['کدام', 'در', 'دانشگاه', 'به', 'دانشکده', 'نزدیکتر', 'می', 'باشد']","['کدام', 'در', 'دانشگاه', 'به', 'دانشکده', 'نزدیکتر', 'می', 'باشد']"
168,168,آخرین ویرایش کتاب clrs چند است,3,"['آخرین', 'ویرایش', 'کتاب', 'clrs', 'چند', 'است']","['آخرین', 'ویرایش', 'کتاب', 'clrs', 'چند', 'است']"
169,169,چه تبعاتی دارد اگر نظرسنجی اساتید را انجام ندهم,1,"['چه', 'تبعاتی', 'دارد', 'اگر', 'نظرسنجی', 'اساتید', 'را', 'انجام', 'ندهم']","['چه', 'تبعاتی', 'دارد', 'اگر', 'نظرسنجی', 'اساتید', 'را', 'انجام', 'ندهم']"
170,170,استاد محمدی اصلا محترم نیست,4,"['استاد', 'محمدی', 'اصلا', 'محترم', 'نیست']","['استاد', 'محمدی', 'اصلا', 'محترم', 'نیست']"
171,171,سلف روز های پنجشنبه هم غذا میدهد,5,"['سلف', 'روز', 'های', 'پنجشنبه', 'هم', 'غذا', 'میدهد']","['سلف', 'روز', 'های', 'پنجشنبه', 'هم', 'غذا', 'میدهد']"
172,172,نمره دروس افتاده هم در معدل تاثیر میگذارد,1,"['نمره', 'دروس', 'افتاده', 'هم', 'در', 'معدل', 'تاثیر', 'میگذارد']","['نمره', 'دروس', 'افتاده', 'هم', 'در', 'معدل', 'تاثیر', 'میگذارد']"
173,173,در ترم تابستان چه درس هایی ارائه میشود,1,"['در', 'ترم', 'تابستان', 'چه', 'درس', 'هایی', 'ارائه', 'میشود']","['در', 'ترم', 'تابستان', 'چه', 'درس', 'هایی', 'ارائه', 'میشود']"
174,174,اطلاعات استاد های دنیا از کجا پیدا کنم,5,"['اطلاعات', 'استاد', 'های', 'دنیا', 'از', 'کجا', 'پیدا', 'کنم']","['اطلاعات', 'استاد', 'های', 'دنیا', 'از', 'کجا', 'پیدا', 'کنم']"
175,175,ایا می توانم با استفاده از کامپیوتر سایت فیلم اموزشی انلاین ببینم ,3,"['ایا', 'می', 'توانم', 'با', 'استفاده', 'از', 'کامپیوتر', 'سایت', 'فیلم', 'اموزشی', 'انلاین', 'ببینم']","['ایا', 'می', 'توانم', 'با', 'استفاده', 'از', 'کامپیوتر', 'سایت', 'فیلم', 'اموزشی', 'انلاین', 'ببینم']"
176,176,شرایط معرفی به استاد چیست,1,"['شرایط', 'معرفی', 'به', 'استاد', 'چیست']","['شرایط', 'معرفی', 'به', 'استاد', 'چیست']"
177,177,رم این سیستم چنده,3,"['رم', 'این', 'سیستم', 'چنده']","['رم', 'این', 'سیستم', 'چنده']"
178,178,در کلاس گیر کرده و باز نمیشود,4,"['در', 'کلاس', 'گیر', 'کرده', 'و', 'باز', 'نمیشود']","['در', 'کلاس', 'گیر', 'کرده', 'و', 'باز', 'نمیشود']"
179,179,کتابخانه تا چه زمانی باز است,3,"['کتابخانه', 'تا', 'چه', 'زمانی', 'باز', 'است']","['کتابخانه', 'تا', 'چه', 'زمانی', 'باز', 'است']"
180,180,لطفا نرم افزار های مفید را روی سرور قرار دهید,4,"['لطفا', 'نرم', 'افزار', 'های', 'مفید', 'را', 'روی', 'سرور', 'قرار', 'دهید']","['لطفا', 'نرم', 'افزار', 'های', 'مفید', 'را', 'روی', 'سرور', 'قرار', 'دهید']"
181,181,سقف تعداد واحد مجاز هر ترم چند واحد میباشد,1,"['سقف', 'تعداد', 'واحد', 'مجاز', 'هر', 'ترم', 'چند', 'واحد', 'میباشد']","['سقف', 'تعداد', 'واحد', 'مجاز', 'هر', 'ترم', 'چند', 'واحد', 'میباشد']"
182,182,شرایط کار در کتابخانه چیست,3,"['شرایط', 'کار', 'در', 'کتابخانه', 'چیست']","['شرایط', 'کار', 'در', 'کتابخانه', 'چیست']"
183,183,کاپشنم رو توی دانشکده گم کردم کجا می ذارنش,2,"['کاپشنم', 'رو', 'توی', 'دانشکده', 'گم', 'کردم', 'کجا', 'می', 'ذارنش']","['کاپشنم', 'رو', 'توی', 'دانشکده', 'گم', 'کردم', 'کجا', 'می', 'ذارنش']"
184,184,چرا وسط لابی کلاس زدن,5,"['چرا', 'وسط', 'لابی', 'کلاس', 'زدن']","['چرا', 'وسط', 'لابی', 'کلاس', 'زدن']"
185,185,چگونه برنامه بنویسم,5,"['چگونه', 'برنامه', 'بنویسم']","['چگونه', 'برنامه', 'بنویسم']"
186,186,سرویس بهداشتی دانشکده کجا است,2,"['سرویس', 'بهداشتی', 'دانشکده', 'کجا', 'است']","['سرویس', 'بهداشتی', 'دانشکده', 'کجا', 'است']"
187,187,مسئول آموزش دانشکده کامپیوتر چه کسی است,2,"['مسئول', 'آموزش', 'دانشکده', 'کامپیوتر', 'چه', 'کسی', 'است']","['مسئول', 'آموزش', 'دانشکده', 'کامپیوتر', 'چه', 'کسی', 'است']"
188,188,کاری کارکنان آموزش تا کی هستند,2,"['کاری', 'کارکنان', 'آموزش', 'تا', 'کی', 'هستند']","['کاری', 'کارکنان', 'آموزش', 'تا', 'کی', 'هستند']"
189,189,چه لپ تاپی خوبه بگیرم,5,"['چه', 'لپ', 'تاپی', 'خوبه', 'بگیرم']","['چه', 'لپ', 'تاپی', 'خوبه', 'بگیرم']"
190,190,در چه سامانه ای باید ثبت نام کنم,1,"['در', 'چه', 'سامانه', 'ای', 'باید', 'ثبت', 'نام', 'کنم']","['در', 'چه', 'سامانه', 'ای', 'باید', 'ثبت', 'نام', 'کنم']"
191,191,شرایط حذف ترم چیه,1,"['شرایط', 'حذف', 'ترم', 'چیه']","['شرایط', 'حذف', 'ترم', 'چیه']"
192,192,چرا لابی دانشکده رو اینکاری کردید,4,"['چرا', 'لابی', 'دانشکده', 'رو', 'اینکاری', 'کردید']","['چرا', 'لابی', 'دانشکده', 'رو', 'اینکاری', 'کردید']"
193,193,سختگیری های بی,4,"['سختگیری', 'های', 'بی']","['سختگیری', 'های', 'بی']"
194,194,کتابخانه,3,['کتابخانه'],['کتابخانه']
195,195,فرجه قبل امتحانات چند روز است,1,"['فرجه', 'قبل', 'امتحانات', 'چند', 'روز', 'است']","['فرجه', 'قبل', 'امتحانات', 'چند', 'روز', 'است']"
196,196,در مجموع چند واحد عمومی باید پاس کنیم,1,"['در', 'مجموع', 'چند', 'واحد', 'عمومی', 'باید', 'پاس', 'کنیم']","['در', 'مجموع', 'چند', 'واحد', 'عمومی', 'باید', 'پاس', 'کنیم']"
197,197,روز دانشجو چه روزی است,5,"['روز', 'دانشجو', 'چه', 'روزی', 'است']","['روز', 'دانشجو', 'چه', 'روزی', 'است']"
198,198,برای ناهار کجاها میشود رفت,5,"['برای', 'ناهار', 'کجاها', 'میشود', 'رفت']","['برای', 'ناهار', 'کجاها', 'میشود', 'رفت']"
199,199,امروز چه روزی از ماه می باشد,5,"['امروز', 'چه', 'روزی', 'از', 'ماه', 'می', 'باشد']","['امروز', 'چه', 'روزی', 'از', 'ماه', 'می', 'باشد']"
